node_id,x_coord,y_coord,stop_id,route_id,stop_lat,stop_lon,cluster_id,zone_id
82,555205.6689158418,4801417.961293812,2189,57,43.363594,-80.318669,607,13009
83,555025.6857640151,4801747.906735218,2190,57,43.366578,-80.320857,608,12710
84,554699.7046173381,4801938.955431158,2191,57,43.368322,-80.324861,609,12715
85,554594.7104372026,4802177.892079809,2192,57,43.370481,-80.326133,610,12715
86,554416.61648374,4802208.886416091,1232,57,43.370773,-80.328328,118,12715
87,554077.8049634829,4802263.471795688,1233,57,43.371289000000004,-80.33251050000001,119,12713
88,553976.3093222157,4802387.273291585,1234,57,43.372411,-80.333751,120,12713
89,553747.1000098028,4802550.819583838,3805,57,43.3739,-80.33656400000001,667,12715
90,553464.2902580939,4802660.527962083,3792,57,43.374908,-80.340044,668,12715
91,550293.1328349094,4803578.937150596,1687,57,43.3833965,-80.37910199999999,365,13201
92,549738.6812490878,4803658.240373304,1686,57,43.3841475,-80.3859395,364,13201
93,549368.1876279495,4803838.997576382,3524,57,43.385799500000005,-80.39049700000001,1025,13204
94,548701.0170220494,4803584.991367454,3883,57,43.383556,-80.39875,1138,13204
95,547665.0425406777,4804065.715830586,3641,57,43.387951,-80.4115035,392,22102
96,547941.6263237565,4804255.48211292,1731,57,43.389642,-80.408066,393,22102
97,554856.331726719,4804650.80306828,1066,67,43.392727666666666,-80.32265616666666,36,12604
98,554754.5777506375,4804948.81285539,4147,67,43.39541833333334,-80.32388266666668,274,12613
99,555255.4888418426,4805042.262065409,3986,67,43.396223,-80.31768833333334,152,12605
100,555187.6792101087,4805523.94718099,3985,67,43.400565,-80.318477,1171,12605
101,555134.8006627708,4805761.580843766,3984,67,43.4027085,-80.319106,195,12605
102,555530.9891318465,4805776.989278441,3983,67,43.402818,-80.314212,1170,12610
103,555680.723402652,4805815.928750072,3982,67,43.403157500000006,-80.312359,193,12610
104,555857.202765628,4805993.923088658,3981,67,43.404747,-80.31016149999999,1031,12618
105,556192.8098037208,4806169.413203929,3980,67,43.406302,-80.305999,1169,12607
106,556628.7216146863,4806287.452171139,3979,67,43.407332,-80.3006035,191,12607
107,556997.1708704565,4806376.46152859,3978,67,43.408105500000005,-80.296044,1030,12644
108,557240.2092174537,4806467.42531134,3977,67,43.408906,-80.293033,189,12642
109,557208.2189372858,4806601.931180028,3976,67,43.4101195,-80.293414,188,12642
110,557574.7091237378,4806727.940543728,3975,67,43.411226,-80.28887449999999,1168,12640
111,557820.3822857211,4806957.945933603,3974,67,43.413278000000005,-80.285816,1167,12640
112,557678.7014904285,4807169.922857919,3973,67,43.415197500000005,-80.2875435,1166,12640
113,557080.7178839681,4807010.403036288,3972,67,43.413807,-80.294946,187,12642
114,556790.8491349199,4806939.763959596,3960,67,43.413193,-80.29853349999999,186,12642
115,556468.543577359,4806874.419214956,3971,67,43.412629,-80.302521,1165,12643
116,555882.4974019817,4806738.5965803815,3970,67,43.41145,-80.309773,1164,12616
117,555420.7465596822,4806618.949386967,3968,67,43.410407,-80.315488,1163,12601
118,555263.9379913367,4806565.907805389,4179,67,43.409941,-80.31743,183,12603
119,554907.3683558442,4806473.535795651,3967,67,43.409135500000005,-80.321843,182,12612
120,554705.8563983609,4806420.47703734,2648,67,43.4086725,-80.324337,780,12631
121,554474.1995252166,4806364.904212981,3508,67,43.408189,-80.3272035,1020,12631
122,553981.7811753766,4806246.663867289,3509,67,43.407160000000005,-80.3332965,832,12522
123,553336.2511705304,4806088.986943785,3510,67,43.405786500000005,-80.341284,831,12507
124,552826.4711025548,4805963.16063833,1282,67,43.40468966666666,-80.34759166666667,156,12534
125,552485.7084984316,4805888.459827928,1283,67,43.404041,-80.35180700000001,157,12537
126,552245.7681908319,4805831.455904827,1284,67,43.403544499999995,-80.3547755,158,12536
127,551771.7134279085,4805573.969515975,1435,67,43.401259,-80.360654,254,12511
128,551667.0165511131,4805440.169615703,1436,67,43.4000615,-80.3619595,255,12511
129,551540.2407087794,4805291.320445434,1627,67,43.39873,-80.363539,314,12511
130,551159.2261253849,4805417.42258024,1628,67,43.399891499999995,-80.368232,313,12510
131,551000.9920283941,4805850.814527471,3934,67,43.4038045,-80.3701455,1153,12504
132,550747.7072254366,4806425.433347849,3742,67,43.4089955,-80.37322,1082,12501
133,550590.7236993213,4806838.908413521,3935,67,43.412729,-80.37512050000001,651,12301
134,550198.2136309277,4806989.910876698,3936,67,43.414114999999995,-80.3799545,1154,12301
135,549838.0010251771,4807171.605568983,3937,67,43.415775,-80.384387,650,12301
136,549609.5788190938,4807278.5419694865,2318,67,43.416753,-80.38719866666666,160,12301
137,549146.937803761,4806516.32164336,1572,67,43.4099205,-80.39298166666667,306,22214
138,549610.0788190938,4807278.5419694865,3939,67,43.416753,-80.38719866666666,160,12301
139,549838.5010251771,4807171.605568983,2310,67,43.415775,-80.384387,650,12301
140,550198.7136309277,4806989.910876698,3940,67,43.414114999999995,-80.3799545,1154,12301
141,550591.2236993213,4806838.908413521,2312,67,43.412729,-80.37512050000001,651,12301
142,550748.2072254366,4806425.433347849,3941,67,43.4089955,-80.37322,1082,12501
143,551001.4920283941,4805850.814527471,3942,67,43.4038045,-80.3701455,1153,12504
144,551159.7261253849,4805417.42258024,1584,67,43.399891499999995,-80.368232,313,12510
145,551540.7407087794,4805291.320445434,2393,67,43.39873,-80.363539,314,12511
146,551667.5165511131,4805440.169615703,2789,67,43.4000615,-80.3619595,255,12511
147,551854.0855432276,4805645.904099696,2790,67,43.401901,-80.35963,830,12506
148,552246.2681908319,4805831.455904827,1289,67,43.403544499999995,-80.3547755,158,12536
149,552486.2084984316,4805888.459827928,1290,67,43.404041,-80.35180700000001,157,12537
150,552826.9711025548,4805963.16063833,2650,67,43.40468966666666,-80.34759166666667,156,12534
151,553336.7511705304,4806088.986943785,2791,67,43.405786500000005,-80.341284,831,12507
152,553982.2811753766,4806246.663867289,2792,67,43.407160000000005,-80.3332965,832,12522
153,554397.2897099396,4806297.867799668,1325,67,43.407591,-80.32816,181,12631
154,554474.6995252166,4806364.904212981,3600,67,43.408189,-80.3272035,1020,12631
155,554706.3563983609,4806420.47703734,2647,67,43.4086725,-80.324337,780,12631
156,554907.8683558442,4806473.535795651,1326,67,43.409135500000005,-80.321843,182,12612
157,555264.4379913367,4806565.907805389,1327,67,43.409941,-80.31743,183,12603
158,555734.6890787936,4806674.956287306,3543,67,43.410888,-80.311605,1029,12618
159,556055.6817822681,4806758.913605128,3514,67,43.41162,-80.307632,1022,12642
160,556569.689168528,4806881.930083423,1329,67,43.412689,-80.301271,185,12642
161,556791.3491349199,4806939.763959596,1330,67,43.413193,-80.29853349999999,186,12642
162,557081.2178839681,4807010.403036288,1331,67,43.413807,-80.294946,187,12642
163,557679.2014904285,4807169.922857919,3989,67,43.415197500000005,-80.2875435,1166,12640
164,557820.8822857211,4806957.945933603,3988,67,43.413278000000005,-80.285816,1167,12640
165,557575.2091237378,4806727.940543728,3987,67,43.411226,-80.28887449999999,1168,12640
166,557208.7189372858,4806601.931180028,1332,67,43.4101195,-80.293414,188,12642
167,557240.7092174537,4806467.42531134,1333,67,43.408906,-80.293033,189,12642
168,556997.6708704565,4806376.46152859,3546,67,43.408105500000005,-80.296044,1030,12644
169,556629.2216146863,4806287.452171139,1335,67,43.407332,-80.3006035,191,12607
170,556102.663537609,4806113.464466022,1336,67,43.405804999999994,-80.30711799999999,192,12619
171,555857.702765628,4805993.923088658,3547,67,43.404747,-80.31016149999999,1031,12618
172,555681.223402652,4805815.928750072,1337,67,43.403157500000006,-80.312359,193,12610
173,555411.7345020564,4805812.993833369,1338,67,43.403151,-80.315681,194,12603
174,555135.3006627708,4805761.580843766,1339,67,43.4027085,-80.319106,195,12605
175,555201.7128577097,4805421.994106895,1340,67,43.399646,-80.318314,196,12605
176,555255.9888418426,4805042.262065409,4146,67,43.396223,-80.31768833333334,152,12605
177,554999.7017748989,4805008.965107853,1320,67,43.395942,-80.32085,179,12613
178,545196.0804974606,4807769.8640406085,3495,28,43.421456,-80.441673,1015,22001
179,544927.4927446967,4807913.672256052,2497,28,43.42276699999999,-80.44497899999999,734,22013
180,544792.722887129,4807996.960993037,2506,28,43.423525,-80.44663700000001,736,22014
181,544604.7207421925,4808130.988631903,2597,28,43.424743,-80.4489485,762,22019
182,544281.1890144012,4808362.420080662,2599,28,43.426846,-80.4529265,761,22018
183,544111.7052586483,4808489.9191353945,2600,28,43.428004,-80.45501,763,22018
184,544059.1698528316,4808651.448199173,2601,28,43.4294615,-80.455646,760,22018
185,544155.7095842509,4808840.606733144,2602,28,43.431159,-80.454438,754,22018
186,544292.7203851521,4809194.959241868,2603,28,43.4343415,-80.45271650000001,753,22018
187,544692.8839685885,4809189.213952564,2968,28,43.434266,-80.44777275000001,437,21416
188,544755.7330055147,4809380.934952885,2624,28,43.4359885,-80.4469805,770,21440
189,544843.1979100065,4809591.478713716,2625,28,43.437878999999995,-80.44588250000001,771,21452
190,544801.2013269466,4809821.93097639,2626,28,43.439956499999994,-80.4463825,772,21452
191,544745.6824547036,4809992.98663795,2627,28,43.4415,-80.44705450000001,773,21452
192,544681.1943516849,4810192.970527693,2628,28,43.443304499999996,-80.447835,774,21438
193,544633.2048540111,4810339.921024005,2629,28,43.4446305,-80.448416,775,21438
194,544543.205958159,4810537.960407794,2630,28,43.446419000000006,-80.449512,776,21451
195,544438.9596529689,4810770.428862338,1953,28,43.44851833333333,-80.45078133333332,485,21451
196,544651.5284676946,4810890.466481854,2922,28,43.449586499999995,-80.4481445,864,21451
197,545018.6081413444,4810845.78430684,1668,28,43.4491622,-80.44361160000001,37,21430
198,544652.0284676946,4810890.466481854,2926,28,43.449586499999995,-80.4481445,864,21451
199,544439.4596529689,4810770.428862338,2853,28,43.44851833333333,-80.45078133333332,485,21451
200,544543.705958159,4810537.960407794,2854,28,43.446419000000006,-80.449512,776,21451
201,544633.7048540111,4810339.921024005,2855,28,43.4446305,-80.448416,775,21438
202,544681.6943516849,4810192.970527693,2856,28,43.443304499999996,-80.447835,774,21438
203,544746.1824547036,4809992.98663795,2857,28,43.4415,-80.44705450000001,773,21452
204,544801.7013269466,4809821.93097639,2858,28,43.439956499999994,-80.4463825,772,21452
205,544843.6979100065,4809591.478713716,2859,28,43.437878999999995,-80.44588250000001,771,21452
206,544756.2330055147,4809380.934952885,2860,28,43.4359885,-80.4469805,770,21440
207,544693.3839685885,4809189.213952564,2967,28,43.434266,-80.44777275000001,437,21416
208,544293.2203851521,4809194.959241868,2575,28,43.4343415,-80.45271650000001,753,22018
209,544156.2095842509,4808840.606733144,2576,28,43.431159,-80.454438,754,22018
210,544059.6698528316,4808651.448199173,2591,28,43.4294615,-80.455646,760,22018
211,544281.6890144012,4808362.420080662,2592,28,43.426846,-80.4529265,761,22018
212,544605.2207421925,4808130.988631903,2593,28,43.424743,-80.4489485,762,22019
213,544793.222887129,4807996.960993037,2594,28,43.423525,-80.44663700000001,736,22014
214,544927.9927446967,4807913.672256052,2595,28,43.42276699999999,-80.44497899999999,734,22013
215,554856.831726719,4804650.80306828,1063,61,43.392727666666666,-80.32265616666666,36,12604
216,554602.6781472899,4804900.89923788,1321,61,43.394998,-80.325763,180,12613
217,554294.305111562,4804815.78174829,3850,61,43.394254000000004,-80.329579,1121,12621
218,554020.2834929756,4804743.5588563625,1051,61,43.393623500000004,-80.33296949999999,31,12621
219,553721.6040912549,4804664.986994798,3878,61,43.3929375,-80.33666500000001,1134,12623
220,553506.3060328685,4804611.300300185,2313,61,43.3924695,-80.3393285,652,12623
221,553114.1984307999,4804510.914025628,1445,61,43.3915935,-80.3441795,257,12627
222,552928.2064966477,4804362.212027674,1401,61,43.39026774999999,-80.34649025,227,12520
223,552631.736567978,4804523.963388009,1623,61,43.391745,-80.350135,334,12520
224,552403.2141651335,4804669.900385509,1624,61,43.393074999999996,-80.35294250000001,317,12521
225,552191.7051831326,4804816.42069388,1625,61,43.394408999999996,-80.35553999999999,316,12521
226,551962.3779296137,4804974.7774248,1455,61,43.395850749999994,-80.3583565,240,12526
227,551728.709471461,4805140.938490231,1626,61,43.397363,-80.361226,315,12518
228,551541.2407087794,4805291.320445434,1627,61,43.39873,-80.363539,314,12511
229,551160.2261253849,4805417.42258024,1628,61,43.399891499999995,-80.368232,313,12510
230,550566.2380869337,4805371.399936517,1576,61,43.399517333333336,-80.37555866666666,309,12502
231,550370.7320375261,4805260.949258784,1577,61,43.398536,-80.377983,310,12502
232,550391.9775754948,4804855.673779087,1578,61,43.3948855,-80.377758,311,12502
233,550419.6989175654,4804537.964173613,1580,61,43.392023,-80.377445,312,12502
234,550585.3048142714,4804416.922570275,3515,61,43.390922,-80.3754115,335,12502
235,548308.2224528037,4804335.444973005,1732,61,43.3903385,-80.403539,394,22102
236,547784.206487807,4804406.962067867,1734,61,43.391016,-80.41000249999999,391,22102
237,547665.5425406777,4804065.715830586,1728,61,43.387951,-80.4115035,392,22102
238,548562.2381015669,4803578.324693464,3388,61,43.383505,-80.40047,987,13202
239,548752.2078745349,4803778.271519771,3888,61,43.385293,-80.398107,1141,13204
240,549368.6876279495,4803838.997576382,3525,61,43.385799500000005,-80.39049700000001,1025,13204
241,550307.7012956336,4804133.472615694,3562,61,43.388388500000005,-80.378865,1023,12508
242,550585.8048142714,4804416.922570275,1630,61,43.390922,-80.3754115,335,12502
243,550420.1989175654,4804537.964173613,1631,61,43.392023,-80.377445,312,12502
244,550392.4775754948,4804855.673779087,1632,61,43.3948855,-80.377758,311,12502
245,550374.6845188603,4805121.928354332,1633,61,43.397284,-80.377947,336,12502
246,550566.7380869337,4805371.399936517,4104,61,43.399517333333336,-80.37555866666666,309,12502
247,550978.4416309535,4805239.187805575,3003,61,43.398299,-80.370481,888,12510
248,551160.7261253849,4805417.42258024,1584,61,43.399891499999995,-80.368232,313,12510
249,551541.7407087794,4805291.320445434,1585,61,43.39873,-80.363539,314,12511
250,551729.209471461,4805140.938490231,1586,61,43.397363,-80.361226,315,12518
251,551962.8779296137,4804974.7774248,1587,61,43.395850749999994,-80.3583565,240,12526
252,552192.2051831326,4804816.42069388,1588,61,43.394408999999996,-80.35553999999999,316,12521
253,552403.7141651335,4804669.900385509,1589,61,43.393074999999996,-80.35294250000001,317,12521
254,552704.7152017058,4804450.897615711,1443,61,43.391082,-80.349241,256,12520
255,552928.7064966477,4804362.212027674,1444,61,43.39026774999999,-80.34649025,227,12520
256,553114.6984307999,4804510.914025628,3835,61,43.3915935,-80.3441795,257,12627
257,553506.8060328685,4804611.300300185,2327,61,43.3924695,-80.3393285,652,12623
258,553722.1040912549,4804664.986994798,3877,61,43.3929375,-80.33666500000001,1134,12623
259,554020.7834929756,4804743.5588563625,1054,61,43.393623500000004,-80.33296949999999,31,12621
260,554294.805111562,4804815.78174829,3851,61,43.394254000000004,-80.329579,1121,12621
261,554755.0777506375,4804948.81285539,3806,61,43.39541833333334,-80.32388266666668,274,12613
262,550308.2012956336,4804133.472615694,3516,61,43.388388500000005,-80.378865,1023,12508
263,549369.1876279495,4803838.997576382,3524,61,43.385799500000005,-80.39049700000001,1025,13204
264,548701.5170220494,4803584.991367454,3883,61,43.383556,-80.39875,1138,13204
265,547666.0425406777,4804065.715830586,3641,61,43.387951,-80.4115035,392,22102
266,547942.1263237565,4804255.48211292,1731,61,43.389642,-80.408066,393,22102
267,548308.7224528037,4804335.444973005,1732,36,43.3903385,-80.403539,394,22102
268,547784.706487807,4804406.962067867,1734,36,43.391016,-80.41000249999999,391,22102
269,547666.5425406777,4804065.715830586,1728,36,43.387951,-80.4115035,392,22102
270,547581.9053340288,4803838.456352937,3802,36,43.385909999999996,-80.4125435,1095,22116
271,546758.3154845105,4802570.715710956,3990,36,43.374547,-80.4228195,556,22105
272,546603.0549887982,4802728.460869092,3991,36,43.375977,-80.4247225,555,22105
273,546399.4540831272,4802641.931539285,3992,36,43.3752105,-80.427243,554,22105
274,546024.2096620285,4802615.876278568,3993,36,43.374999,-80.431877,553,22105
275,545836.3979036439,4802660.523632764,3994,36,43.375412499999996,-80.4341915,552,22105
276,545907.4022206529,4802977.252014599,3995,36,43.37826,-80.4332885,551,22105
277,545450.9573546555,4803054.241577993,3996,36,43.378980999999996,-80.4389165,550,22105
278,545227.0665510538,4802996.875715155,3997,36,43.378478,-80.441685,1172,22113
279,545451.4573546555,4803054.241577993,2045,36,43.378980999999996,-80.4389165,550,22105
280,545907.9022206529,4802977.252014599,2046,36,43.37826,-80.4332885,551,22105
281,545836.8979036439,4802660.523632764,2047,36,43.375412499999996,-80.4341915,552,22105
282,546024.7096620285,4802615.876278568,2048,36,43.374999,-80.431877,553,22105
283,546399.9540831272,4802641.931539285,2049,36,43.3752105,-80.427243,554,22105
284,546603.5549887982,4802728.460869092,2050,36,43.375977,-80.4247225,555,22105
285,546758.8154845105,4802570.715710956,2051,36,43.374547,-80.4228195,556,22105
286,547582.4053340288,4803838.456352937,3801,36,43.385909999999996,-80.4125435,1095,22116
287,547667.0425406777,4804065.715830586,3641,36,43.387951,-80.4115035,392,22102
288,547942.6263237565,4804255.48211292,1731,36,43.389642,-80.408066,393,22102
289,535554.557017606,4809260.441622934,4001,202,43.435396857142855,-80.56067799999998,1136,21008
290,535141.3238253214,4810035.045608122,3903,202,43.442391,-80.56573399999999,1145,40801
291,534744.9434128157,4810407.430428308,3905,202,43.4457625,-80.57060849999999,1146,40803
292,535127.9370008642,4810678.402946214,1983,202,43.448184499999996,-80.56585799999999,522,40312
293,536115.2803233546,4811179.033148059,1994,202,43.45264525,-80.55362275,513,40306
294,536753.9914225659,4811478.101443856,1997,202,43.455307000000005,-80.54570849999999,510,40305
295,537436.9839427638,4811921.143398026,4053,202,43.459262333333335,-80.53723633333334,508,40904
296,537294.2056733267,4812259.93884003,2778,202,43.46232,-80.538978,795,40905
297,537318.7173411109,4813033.947488899,1090,202,43.469288,-80.538622,40,40403
298,537537.40320585,4813359.572099786,3943,202,43.472209,-80.53589600000001,792,40418
299,538172.7359366372,4813707.766035175,3620,202,43.475312,-80.52801675,95,40416
300,538384.4577286855,4813771.959714583,2785,202,43.475879166666665,-80.5253945,94,40702
301,538768.6850890673,4813980.938568595,2787,202,43.477741,-80.520629,788,40407
302,539125.7045810684,4814156.925833016,2788,202,43.479307,-80.516202,829,40776
303,539798.5756428494,4814614.371320227,4052,202,43.48339033333334,-80.50784866666667,835,40725
304,540922.418004652,4815283.490106733,4055,202,43.4893544,-80.4939014,1062,40602
305,541145.2209699717,4815568.456830391,3665,202,43.491907999999995,-80.4911245,1060,40604
306,541084.344068693,4816209.303260542,4047,202,43.4976815,-80.491829,1183,40601
307,540692.700576589,4816958.48261074,2035,202,43.504448499999995,-80.496617,479,40605
308,540606.6112234173,4817660.432575491,3750,202,43.5107735,-80.4976295,1086,40608
309,540209.4427902001,4818416.770216239,3752,202,43.517605,-80.502487,1087,40611
310,539330.8744621729,4818453.667094493,3842,202,43.517984,-80.51335449999999,1091,40611
311,538866.3390148483,4818132.717252958,3755,202,43.5151185,-80.519125,1088,40507
312,538696.6922688544,4817714.348800114,3756,202,43.511360333333336,-80.52125366666667,1089,40531
313,538102.0268472211,4816845.818366034,4043,202,43.50357066666667,-80.52867133333335,106,40511
314,538075.8638792341,4816246.528759705,3799,202,43.498175999999994,-80.5290369090909,65,40502
315,538102.5268472211,4816845.818366034,4042,202,43.50357066666667,-80.52867133333335,106,40511
316,538697.1922688544,4817714.348800114,3761,202,43.511360333333336,-80.52125366666667,1089,40531
317,538866.8390148483,4818132.717252958,3762,202,43.5151185,-80.519125,1088,40507
318,539331.3744621729,4818453.667094493,3763,202,43.517984,-80.51335449999999,1091,40611
319,540209.9427902001,4818416.770216239,3765,202,43.517605,-80.502487,1087,40611
320,540607.1112234173,4817660.432575491,3766,202,43.5107735,-80.4976295,1086,40608
321,540693.200576589,4816958.48261074,1931,202,43.504448499999995,-80.496617,479,40605
322,541084.844068693,4816209.303260542,4046,202,43.4976815,-80.491829,1183,40601
323,541145.7209699717,4815568.456830391,3671,202,43.491907999999995,-80.4911245,1060,40604
324,540922.918004652,4815283.490106733,4054,202,43.4893544,-80.4939014,1062,40602
325,539799.0756428494,4814614.371320227,4049,202,43.48339033333334,-80.50784866666667,835,40725
326,539029.4230767107,4814122.049067462,2832,202,43.478998,-80.517395,847,40515
327,538769.1850890673,4813980.938568595,2670,202,43.477741,-80.520629,788,40407
328,538384.9577286855,4813771.959714583,1166,202,43.475879166666665,-80.5253945,94,40702
329,538173.2359366372,4813707.766035175,3619,202,43.475312,-80.52801675,95,40416
330,537537.90320585,4813359.572099786,2675,202,43.472209,-80.53589600000001,792,40418
331,537219.7031905075,4812947.438444066,2676,202,43.468514,-80.539852,740,40403
332,537294.7056733267,4812259.93884003,2679,202,43.46232,-80.538978,795,40905
333,537437.4839427638,4811921.143398026,1966,202,43.459262333333335,-80.53723633333334,508,40904
334,536754.4914225659,4811478.101443856,1969,202,43.455307000000005,-80.54570849999999,510,40305
335,536115.7803233546,4811179.033148059,4056,202,43.45264525,-80.55362275,513,40306
336,535128.4370008642,4810678.402946214,3687,202,43.448184499999996,-80.56585799999999,522,40312
337,534745.4434128157,4810407.430428308,3906,202,43.4457625,-80.57060849999999,1146,40803
