node_id,x_coord,y_coord
102,555684.7410362633,4805809.9088875875
103,555871.6967363098,4805998.92984918
104,556192.8098037208,4806169.413203929
105,556671.7301135744,4806290.922899542
106,556972.668853744,4806362.982465943
107,557243.747212162,4806479.89456434
108,557212.732721906,4806613.908898533
109,557546.691878495,4806713.929571063
110,557825.2724195523,4806973.092669028
111,557673.7091138115,4807180.93115871
112,557074.7186125581,4807020.903454526
113,556784.0141917573,4806948.591626085
114,556468.543577359,4806874.419214956
115,555882.4974019817,4806738.5965803815
116,555420.7465596822,4806618.949386967
117,555222.1411170271,4806567.898081811
118,554884.7007931838,4806482.9584930735
119,554708.4800959012,4806436.435984979
120,554467.3222858097,4806379.2870291155
121,554002.1876209822,4806261.709623591
122,553349.2775144994,4806100.584949577
123,552776.7419666358,4805960.920651589
124,552493.6746982307,4805894.963433029
125,552241.7252144936,4805835.922680455
126,551771.7134279085,4805573.969515975
127,551660.7267492729,4805441.954030517
128,551511.9428939513,4805306.4312045565
129,551176.7423909386,4805424.940993731
130,551013.2908814403,4805846.742585862
131,550746.72681024,4806458.911450451
132,550591.7417514072,4806848.911710894
133,550199.7105552208,4807000.917236302
134,549852.7040038151,4807175.93455143
135,549576.5951991355,4807257.308715681
136,549179.0753891405,4806546.931316775
137,549610.6971978619,4807254.893818423
138,549823.298028118,4807167.276618753
139,550196.7167013382,4806978.904517657
140,550589.7056438725,4806828.905116484
141,550748.6876464516,4806391.955247068
142,550988.693190483,4805854.8864913825
143,551141.7098213639,4805409.904212604
144,551580.1119099306,4805298.399721265
145,551673.3063563608,4805438.385206724
146,551854.0855432276,4805645.904099696
147,552249.8111724871,4805826.989131605
148,552477.7422832911,4805881.956232423
149,552878.9239887017,4805972.60442564
150,553323.22478174,4806077.388963729
151,553961.374639032,4806231.618173832
152,554359.2863507067,4806321.329340134
153,554481.0767932709,4806350.521403917
154,554703.2326874782,4806404.518091231
155,554930.0359827561,4806464.113173912
156,555305.7348947675,4806563.917787545
157,555734.6890787936,4806674.956287306
158,556055.6817822681,4806758.913605128
159,556569.689168528,4806881.930083423
160,556797.6840957769,4806930.936299982
161,557086.7171737043,4806999.902623382
162,557683.6938829154,4807158.914560856
163,557815.4921290976,4806942.7992022885
164,557602.7262540135,4806741.951634094
165,557203.7051361386,4806589.953464919
166,557236.6712090987,4806454.956060562
167,557021.6727902204,4806389.940681369
168,556585.7130764133,4806283.981717167
169,556058.7372803056,4806156.969980613
170,555842.7087739016,4805988.916359487
171,555676.7057761069,4805821.948614939
172,555411.7345020564,4805812.993833369
173,555101.8783768694,4805737.2667253185
174,555201.7128577097,4805421.994106895
175,555228.3106975069,4805021.603989335
176,554999.7017748989,4805008.965107853
177,545196.0804974606,4807769.8640406085
178,544936.2982726465,4807916.396378144
179,544806.7406460504,4807994.943898132
180,544573.7216382959,4808160.992542815
181,544291.6943459001,4808358.935070919
182,544111.7052586483,4808489.9191353945
183,544079.6720518589,4808684.9561826
184,544135.7194899237,4808827.925924949
185,544300.7078391332,4809204.951737817
186,544670.3880835577,4809161.077313014
187,544763.7195552936,4809390.928006714
188,544849.7096095259,4809591.966266481
189,544800.6907000673,4809843.973404332
190,544761.6959739171,4809963.994659164
191,544690.7087532403,4810185.981142854
192,544638.6812000329,4810343.899986111
193,544545.7424342002,4810545.973641203
194,544477.2696868317,4810793.523306915
195,544638.9749888438,4810873.890599125
196,544999.7261099325,4810820.9801896345
197,544664.0818842973,4810907.042388846
198,544445.6810563041,4810736.895385228
199,544540.6694759049,4810529.947175485
200,544627.7285015386,4810335.94206642
201,544671.6799698917,4810199.959925889
202,544729.6690711277,4810021.978655075
203,544801.7119556672,4809799.888549225
204,544836.6862096345,4809590.991167246
205,544747.7464318958,4809370.941908844
206,544664.7331643819,4809183.918616826
207,544284.7329073347,4809184.966755707
208,544141.7161201575,4808863.94917008
209,544038.6674476014,4808617.940281301
210,544270.6836939455,4808365.905106707
211,544635.7201210118,4808100.9848628165
212,544778.7051369858,4807998.978117012
213,544918.6872097756,4807910.948145515
214,554849.9068613918,4804625.798572449
215,554602.6781472899,4804900.89923788
216,554273.6323639299,4804818.281114549
217,553975.3876070161,4804741.811616128
218,553730.8385635226,4804675.000627791
219,553492.7744791751,4804617.135005707
220,553107.7279227916,4804514.916954116
221,552939.7039449896,4804416.972964258
222,552631.736567978,4804523.963388009
223,552404.7003517725,4804681.906726699
224,552171.673312623,4804840.921910591
225,551944.731021989,4804999.99179438
226,551726.6817007005,4805151.918190421
227,551512.4428939513,4805306.4312045565
228,551177.2423909386,4805424.940993731
229,550538.3415747435,4805351.27385012
230,550370.7320375261,4805260.949258784
231,550384.2682787393,4804879.439178876
232,550415.6804106116,4804522.940739297
233,550592.9381028002,4804408.872176214
234,548310.198398882,4804330.9610963445
235,547799.2372618006,4804428.947595829
236,547650.9012675309,4804066.726683302
237,548562.2381015669,4803578.324693464
238,548752.2078745349,4803778.271519771
239,549381.7404767922,4803835.487108457
240,550340.5932931001,4804132.55149734
241,550577.6715438471,4804424.972972913
242,550423.7174059018,4804552.9876108235
243,550399.6869246833,4804831.9083885355
244,550374.6845188603,4805121.928354332
245,550605.6272105372,4805342.004254887
246,550978.4416309535,4805239.187805575
247,551142.2098213639,4805409.904212604
248,551528.6673076141,4805269.130598135
249,551730.7372483958,4805129.958790785
250,551985.6908381176,4804949.995433328
251,552211.7371977827,4804791.919536278
252,552401.727972698,4804657.894044921
253,552704.7152017058,4804450.897615711
254,552936.741157448,4804391.960534682
255,553120.6689465223,4804506.911103296
256,553519.8376102664,4804605.4656216195
257,553712.3695914538,4804654.973374831
258,554065.179360762,4804745.3063952355
259,554314.9778755463,4804813.282445178
260,554710.531676136,4804913.98910952
261,550274.8093096646,4804134.393894123
262,549354.6347935717,4803842.508071398
263,548701.5170220494,4803584.991367454
264,547679.1838184972,4804064.705007439
265,547942.1263237565,4804255.48211292
266,548310.698398882,4804330.9610963445
267,547799.7372618006,4804428.947595829
268,547651.4012675309,4804066.726683302
269,547570.1164130385,4803838.928640305
270,546585.8426913507,4802728.0090136165
271,546395.2091160931,4802646.622496248
272,546051.945028081,4802623.617366331
273,545839.5258158722,4802647.273053716
274,545899.6915500507,4802997.301698137
275,545446.5096725943,4803059.098348767
276,545227.0665510538,4802996.875715155
277,545455.4050430796,4803049.384810134
278,545915.1129358666,4802957.2023401465
279,545833.2700031459,4802673.774213445
280,545996.4742339049,4802608.135305201
281,546403.6990560244,4802637.240584977
282,546620.2672845866,4802728.912768421
283,547593.694256974,4803837.984086129
284,547679.6838184972,4804064.705007439
285,547942.6263237565,4804255.48211292
286,535581.3426213422,4809261.04299224
287,535147.7674240007,4810040.854320469
288,534734.675587032,4810444.971366785
289,535112.7348669023,4810660.942821232
290,536178.7156647482,4811174.90316272
291,536785.7053761237,4811470.944466308
292,537447.5886386356,4811968.477238386
293,537298.7336772891,4812274.9571273355
294,537185.7338888213,4812682.92569375
295,537318.7173411109,4813033.947488899
296,537551.6699351016,4813353.987505149
297,538209.7092314509,4813687.9846591465
298,538379.6741535288,4813766.9161794
299,538776.66831212,4813970.988997105
300,539125.7045810684,4814156.925833016
301,539769.0145053959,4814589.837088867
302,540961.727436204,4815300.344096957
303,541158.7309558064,4815573.981480845
304,541082.7971086205,4816237.559191159
305,540694.702623945,4816974.987490312
306,540616.7041015008,4817668.989796104
307,540194.3878536492,4818447.444550921
308,539324.5426832911,4818465.291617773
309,538835.1686848506,4818099.718297711
310,538648.324712134,4817700.81729936
311,538132.4810592445,4816854.690746837
312,538106.7202041971,4816235.930427226
313,538075.8898789783,4816797.839756878
314,538709.1700522881,4817760.696494684
315,538897.5090378377,4818165.71635633
316,539337.2062626474,4818442.042577246
317,540224.4978618923,4818386.095915833
318,540596.5183196457,4817651.875370308
319,540690.6985186526,4816941.977732258
320,541085.8910394962,4816181.047331452
321,541131.7109622256,4815562.93220725
322,540868.5987748671,4815269.7912560785
323,539810.0104941849,4814645.388151852
324,539029.4230767107,4814122.049067462
325,538760.7018894531,4813990.888149554
326,538352.6965923061,4813788.97477018
327,538181.7378130516,4813699.931708706
328,537523.136500531,4813365.156724546
329,537254.6995798845,4812937.969586607
330,537289.6776486378,4812244.9205562435
331,537394.6661963856,4811897.992870475
332,536722.2775379529,4811485.258570312
333,536073.0382082852,4811146.349510259
334,535143.1390557243,4810695.863106414
335,534755.2113497403,4810369.8895070385
336,535134.8802155259,4810029.236902048
337,553365.9394130924,4799763.128280802
338,553523.0801135796,4799478.495039898
339,553670.082762829,4799114.486359666
340,553823.7035047037,4798959.886098231
341,553971.7081704602,4798869.993852276
342,554113.7398501649,4798665.884805395
343,554251.7444444175,4798398.885027553
344,554994.3832132904,4798521.495074032
345,555002.7165897471,4798942.379432168
346,554989.6298821762,4799325.772854137
347,554978.5919853655,4799507.048748692
348,555136.7442745005,4799554.982302854
349,555268.7120434092,4799751.974233887
350,555364.7376315545,4800011.980580325
351,555326.6764065952,4800245.901130355
352,555663.704818653,4800703.914621036
353,555501.2023011368,4800914.927756467
354,555294.7164383905,4800853.932482538
355,555298.2118960957,4800644.495949869
356,554974.91142952,4800448.499290818
357,554692.7242406493,4800437.770561164
358,554508.1959557835,4800436.836109528
359,554112.6865878445,4800347.919523914
360,554055.7380542371,4800577.919340241
361,553758.6789744073,4800623.9747532355
362,553554.7447973597,4800648.900651687
363,553342.744906043,4800473.967463533
364,553407.7158754371,4800271.9021185385
365,553412.7475059909,4800147.885000556
366,555318.672273461,4800233.618721145
367,555337.7402178928,4800012.981346132
368,555265.6912760581,4799714.96558519
369,555130.6815032774,4799562.929420241
370,554970.7032264362,4799450.453656774
371,554976.3437563299,4799324.887436842
372,554989.7470928817,4798972.260958235
373,554967.8193968307,4798528.276197513
374,554336.3681063632,4798430.550387163
375,554129.1069200055,4798650.014718709
376,554009.1972031656,4798865.184113437
377,553808.4125241949,4798986.752647619
378,553679.2092419135,4799128.885813402
379,553528.937383379,4799506.529118341
380,553383.0777734724,4799779.03437788
381,553414.5107807358,4800191.435436937
382,553400.7928609683,4800337.81860817
383,553353.2429807463,4800499.261478435
384,553536.4208072114,4800629.541725777
385,553742.4746227468,4800613.29500167
386,553994.837281828,4800663.9507205635
387,554109.6929149105,4800316.909064815
388,554253.7428291842,4800332.94548553
389,554562.72883214,4800427.946566688
390,554672.7048922546,4800427.946219457
391,554948.3969943813,4800430.180543431
392,555273.6777941235,4800631.967369607
393,555304.6837189174,4800863.898616271
394,555647.1789955181,4800891.915671018
395,555634.2200848117,4800761.31381567
396,555233.0929546413,4802444.9659472285
397,554995.0105223489,4803963.706075928
398,554831.4115495343,4804649.304970269
399,554428.0698887311,4806316.663573088
400,549120.2002985972,4806526.178180863
401,545158.0798083377,4807871.675397376
402,549133.6812121485,4806554.041927911
403,554395.024400205,4806297.627418028
404,554887.143027538,4804638.318078378
405,554992.5165099367,4803822.301771513
406,555182.8736733925,4802542.624752068
407,558270.7935388504,4806095.512210764
408,558655.0401547126,4805712.000128034
409,558724.1745072295,4805500.577933877
410,558672.8292617702,4804932.1454726625
411,558479.4700408473,4804777.087867853
412,558288.3053981607,4804591.956398948
413,558058.4062216104,4804398.278755508
414,557829.9911178631,4804323.016717471
415,557640.7081564326,4804359.93822996
416,557339.7161142858,4804417.906545639
417,556991.717328257,4804335.99463695
418,556650.6837865546,4804542.9261359265
419,556377.7332205127,4804794.979263686
420,555963.8409057383,4804680.695018525
421,555694.9983511755,4804448.237171809
422,555452.6961608032,4804650.934318932
423,555338.724613864,4804889.897536976
424,555228.8106975069,4805021.603989335
425,555000.2017748989,4805008.965107853
426,554850.4068613918,4804625.798572449
427,554802.0030067613,4804941.493051062
428,555268.4118481026,4805010.270344465
429,555337.7154976646,4804854.904139004
430,555451.6164487735,4804624.603311571
431,555713.9044053718,4804434.287970427
432,556414.7189006049,4804769.1880197935
433,556686.8192202653,4804512.575584849
434,557001.7342002997,4804319.974837873
435,557271.7243757881,4804383.899327868
436,557588.695118366,4804370.934221881
437,557869.6809577815,4804322.912373623
438,558107.6898493319,4804393.926766131
439,558335.8464911606,4804629.7956561195
440,558492.6783472907,4804766.984285287
441,558730.7478091734,4804930.982929828
442,558241.6747212432,4806072.936879474
443,557934.7371144679,4805944.903674329
444,557810.2182159293,4806112.099514501
445,558227.7444509827,4806260.960788488
446,538078.687648051,4816231.995646206
447,538123.6723000169,4815526.897416454
448,538241.0752055934,4814844.201307637
449,538244.6296597768,4814417.745284146
450,537885.6123790138,4814236.018335135
451,537222.724675349,4813835.055420655
452,537106.6383059209,4813560.871235716
453,536614.2813056979,4813611.263787421
454,535501.442917913,4813058.886914469
455,535108.6811236502,4812789.949732024
456,535786.9843772734,4811732.112470338
457,536099.6885086673,4811185.918667463
458,536385.6691035059,4810727.888047014
459,536842.7291841387,4810170.95880295
460,537582.7182028494,4809699.925974661
461,538128.7067024201,4809347.930364129
462,538408.7275169858,4808822.981183171
463,538574.6708041631,4808479.97371195
464,538910.7212801864,4807964.917013469
465,539586.6900915252,4807170.990400491
466,539832.3955055813,4806828.815008151
467,540568.3328214668,4806077.098207344
468,540555.7449762233,4806608.891397597
469,541113.7174905147,4806748.982695142
470,542144.1990658441,4807143.052183298
471,542634.493366744,4807334.935674949
472,543158.1714349026,4807454.54563058
473,543524.7404513883,4807831.176915649
474,544274.6834182561,4807410.912628244
475,544567.504548922,4806834.764890816
476,544625.1190023918,4806214.978483179
477,544913.8826695182,4805299.082329601
478,546034.1673657581,4804828.062556112
479,547680.1838184972,4804064.705007439
480,548311.198398882,4804330.9610963445
481,547651.9012675309,4804066.726683302
482,546029.7850969582,4804865.016157451
483,544778.7427893595,4805344.941618473
484,544650.6915211705,4806155.951857476
485,544591.7427153849,4806732.193114381
486,544183.5750731506,4807527.041127052
487,543490.0164577382,4807830.508764629
488,543179.7381189454,4807487.446676192
489,542608.5080653615,4807347.432524437
490,542069.7295337609,4807114.933365555
491,541168.6650833592,4806779.970381579
492,540564.6419495842,4806637.376365815
493,540476.6731823741,4806103.9799564965
494,539788.221583703,4806933.284463025
495,539596.6812214709,4807192.927926884
496,538949.7443327723,4807949.926892791
497,538580.5847107494,4808521.544157874
498,538413.7309645024,4808853.995562271
499,538100.6924058935,4809435.954122759
500,537594.7232860738,4809723.981965876
501,536761.6829491616,4810267.916431624
502,536407.6887901761,4810740.889950961
503,536109.6787891663,4811208.961705368
504,535771.7444324815,4811813.994233326
505,535133.7336806351,4812809.960188665
506,535444.7117530601,4813002.946753774
507,536670.6844274558,4813605.906542315
508,537169.0028305945,4813559.993445683
509,537251.1667579638,4813825.328239415
510,537917.6667055603,4814230.978873454
511,538322.5137487224,4814502.15060409
512,538274.7345451752,4814783.975097709
513,538161.7334464135,4815473.914568985
514,554871.4063915559,4804671.176141528
515,555250.7390193017,4804438.146899215
516,555528.9187921603,4804502.179604108
517,555714.4044053718,4804434.287970427
518,556415.2189006049,4804769.1880197935
519,556687.3192202653,4804512.575584849
520,556938.2810746678,4804323.771179945
521,557069.7219460958,4804047.886099487
522,557145.7127261647,4803720.888964039
523,557324.71251605,4803627.889702946
524,557462.0858136268,4803791.32162702
525,557712.9712250665,4804036.024876306
526,557899.1382156293,4804325.941417919
527,557801.1356433431,4804647.18928939
528,557437.6076906773,4805164.647420208
529,557218.7923693905,4805048.39341086
530,557131.7084503231,4804868.953450771
531,556651.1837865546,4804542.9261359265
532,556378.2332205127,4804794.979263686
533,555964.3409057383,4804680.695018525
534,555695.4983511755,4804448.237171809
535,555490.8909231735,4804507.19814465
536,555230.1024586981,4804465.744077093
537,555671.6798982476,4800758.9565851865
538,555807.3432333663,4800945.217364667
539,555939.7018487985,4801245.960095576
540,556213.7718956502,4801634.2900442695
541,556387.094871732,4801983.918025232
542,556480.9771941414,4802171.28887864
543,556482.7784337352,4802440.522521039
544,556439.9107015233,4802577.328205234
545,556246.7400503854,4802920.792986768
546,556170.8978568969,4803185.4936172785
547,556128.4165057171,4803364.841915327
548,555718.7883862589,4803704.638639689
549,555658.0202966004,4804089.862395941
550,555794.441234773,4804274.132160644
551,555988.2241363471,4804465.2107448
552,556510.0356763165,4804615.605623397
553,556445.7483156563,4804864.962501178
554,556391.6770008062,4805064.981719166
555,556203.5485760453,4805258.664268904
556,555928.9977373602,4805191.19011628
557,555229.3106975069,4805021.603989335
558,555000.7017748989,4805008.965107853
559,554842.9424890206,4804677.271526385
560,554802.5030067613,4804941.493051062
561,555268.9118481026,4805010.270344465
562,555944.1154392516,4805174.877849152
563,556270.0409714407,4805258.329498811
564,556370.8922201492,4805061.476263899
565,556454.6343375382,4804702.994095408
566,556452.7150077514,4804515.9459794685
567,555994.7272163362,4804481.924255266
568,555741.7426447236,4804240.933229835
569,555619.1280360674,4804052.002488945
570,555694.173293843,4803732.868011761
571,556112.7312402569,4803370.931213097
572,556186.7068693672,4803076.893556366
573,556243.6756541687,4802889.891741729
574,556427.672224012,4802577.892396088
575,556487.9828470502,4802370.373697976
576,556492.4320973223,4802196.707141642
577,556347.7932407362,4801935.832921273
578,556183.1762204921,4801630.259547913
579,555944.0115629187,4801273.539484832
580,555792.6988121954,4801020.952779876
581,545184.1041737342,4807877.9580248315
582,548592.7087350156,4806590.885739672
583,549139.7031565332,4806460.90430377
584,549278.7166745906,4806284.9950917745
585,549457.7103173933,4806112.935458428
586,549752.0880994005,4805877.09136473
587,550606.1272105372,4805342.004254887
588,551529.1673076141,4805269.130598135
589,551986.1908381176,4804949.995433328
590,552402.227972698,4804657.894044921
591,552917.7016701344,4804309.957815161
592,554349.8062602925,4803161.826753623
593,555248.1071143057,4802451.752467422
594,556183.6762204921,4801630.259547913
595,555793.1988121954,4801020.952779876
596,555654.7266896691,4800691.956957762
597,555262.6957424405,4800289.914342658
598,554838.7316044887,4800191.948898482
599,554349.7466973292,4800074.939984905
600,554002.8029615346,4799991.085308293
601,553795.7069558058,4799870.931262154
602,554198.51372243,4799285.625832689
603,554402.4062234161,4799503.168118325
604,554299.5472233002,4799907.1652461905
605,554000.7101829303,4799968.967131309
606,554426.8144797725,4800076.003944944
607,554786.683198431,4800163.983489162
608,555299.7350937488,4800269.89254663
609,555653.7292560721,4800763.917738706
610,549157.7708252524,4806492.688675997
611,548610.6780684767,4806602.898802746
612,545902.6929017524,4808451.890339518
613,555807.8432333663,4800945.217364667
614,556214.2718956502,4801634.2900442695
615,555171.9024746997,4802546.755593128
616,554361.7405625872,4803198.906841914
617,552918.6789430883,4804329.956834916
618,552405.2003517725,4804681.906726699
619,551945.231021989,4804999.99179438
620,551512.9428939513,4805306.4312045565
621,550554.7456445374,4805420.92188831
622,549707.6918636636,4806066.90348268
623,549189.6728240694,4806314.887854185
624,554843.4424890206,4804677.271526385
625,554751.6984103208,4804990.9567166595
626,554676.719247609,4805298.99545263
627,554511.3932914255,4805634.404195617
628,554125.7059831774,4805499.913071666
629,553761.6770986825,4805409.931022978
630,553583.7345173664,4805361.647828149
631,553424.6877134452,4805319.960518143
632,553232.7283157918,4805271.908968289
633,553022.2057911765,4805246.374061204
634,552910.7240914513,4805706.967795644
635,552777.2419666358,4805960.920651589
636,552494.1746982307,4805894.963433029
637,552242.2252144936,4805835.922680455
638,552230.796974337,4805573.728997894
639,552166.435654487,4805277.803527676
640,551969.3806643282,4804996.1831699675
641,552212.2371977827,4804791.919536278
642,552402.727972698,4804657.894044921
643,552705.2152017058,4804450.897615711
644,552843.3934455115,4804272.947387231
645,552771.7104652191,4804158.991593717
646,552561.6893602046,4804282.966421406
647,552389.7405730106,4804396.914004962
648,552297.9687105827,4804219.6127233505
649,552018.6865757324,4804156.926995428
650,551803.6757669366,4804246.901514534
651,551470.7191346828,4804477.921229721
652,551579.7090941535,4804661.895228488
653,551702.6836538463,4804837.981651966
654,551810.7336700269,4804783.944610937
655,551949.7092796686,4804952.939381292
656,552212.4712928352,4805325.472207609
657,552250.109530047,4805558.2185102515
658,552250.3111724871,4805826.989131605
659,552478.2422832911,4805881.956232423
660,552823.7472657319,4805955.95722613
661,552890.6808303816,4805732.910648765
662,552957.6919410614,4805448.8915714715
663,553120.7424878193,4805238.929790604
664,553357.6686946817,4805294.885601589
665,553589.7394076021,4805349.922750631
666,553833.6793097908,4805408.949783333
667,554147.7479264691,4805487.983853275
668,554447.744422267,4805583.91193183
669,554575.6221394854,4805572.9494350925
670,554671.7310537798,4805174.89682365
671,554871.9063915559,4804671.176141528
672,555338.2154976646,4804854.904139004
673,555452.1164487735,4804624.603311571
674,555714.9044053718,4804434.287970427
675,556446.2483156563,4804864.962501178
676,556323.6826942887,4805351.959616753
677,556194.7027941503,4805873.886717775
678,556141.7256665482,4806099.906152811
679,556019.7106985397,4806624.893396602
680,555837.684870889,4807388.952239793
681,555832.5286430871,4807796.849589291
682,555847.7281015922,4808170.929892178
683,555861.6936473638,4808468.9209459005
684,555943.0726118237,4808787.79580657
685,555905.7358808698,4808975.963182283
686,555718.7408431622,4809291.95002742
687,554961.287045228,4809386.35924527
688,553719.3370832523,4809283.058235101
689,552992.2731416607,4808902.798408131
690,551448.2193231587,4808438.371606705
691,550641.1084354288,4808243.456996613
692,550325.341613711,4808154.79807654
693,549880.7018540667,4807856.956980632
694,549577.0951991355,4807257.308715681
695,549140.2031565332,4806460.90430377
696,549279.2166745906,4806284.9950917745
697,549458.2103173933,4806112.935458428
698,549752.5880994005,4805877.09136473
699,547680.6838184972,4804064.705007439
700,548311.698398882,4804330.9610963445
701,547652.4012675309,4804066.726683302
702,548752.7078745349,4803778.271519771
703,549708.1918636636,4806066.90348268
704,549190.1728240694,4806314.887854185
705,549179.5753891405,4806546.931316775
706,549641.4437458189,4807323.423535199
707,549899.8956268043,4807833.997807183
708,550337.6474491771,4808132.899382485
709,550751.7464968616,4808245.954341046
710,551491.5384938283,4808415.489850517
711,553009.9908349188,4808883.27930747
712,553675.1868918298,4809237.170385286
713,555033.2273174351,4809387.834431458
714,555702.690757511,4809343.906836056
715,555865.7177947254,4808852.90503388
716,555875.7267107556,4808699.940711268
717,555852.7117937766,4808448.965996394
718,555834.7032244033,4808169.933569247
719,555807.9112182457,4807768.324471876
720,555795.80632831,4807509.110825274
721,555986.6756349711,4806702.919715199
722,556107.5280478153,4806083.5175211
723,556186.6733085708,4805855.938534748
724,556298.60535448,4805377.739530578
725,556378.7332205127,4804794.979263686
726,555695.9983511755,4804448.237171809
727,555491.3909231735,4804507.19814465
728,545194.5386854481,4807842.932378092
729,545770.8381733594,4808059.608494164
730,545874.7108500425,4808602.966558135
731,545715.6960946798,4808668.968520142
732,545549.6763733916,4808789.902602496
733,545378.7190075598,4808995.992077776
734,545144.7406179644,4809126.918921631
735,544952.7044222219,4809122.970767623
736,544713.7235066497,4809216.895441785
737,544431.6819230047,4809336.977405177
738,544263.7441860698,4809410.950900822
739,543593.684296434,4809738.99406328
740,543281.5343451925,4810067.947271468
741,543047.2179220081,4810327.553364192
742,542828.6822291398,4810436.890100869
743,542450.3717018956,4810541.005527994
744,541960.725578598,4810840.916085877
745,541727.6880529288,4810984.960162427
746,541510.1252931261,4810969.623092917
747,541122.1935240352,4811173.819629412
748,540620.6982439546,4811228.974804207
749,540829.4944828834,4811381.391040986
750,540851.6721267111,4811686.94455033
751,540710.499221496,4811900.216852659
752,540490.8143691731,4812161.886895574
753,540205.6265837064,4812463.266001634
754,539997.6171617878,4812631.396704535
755,539794.2687824493,4812792.786524173
756,539591.3926250295,4812958.072328944
757,539441.1419315242,4813130.557904807
758,539348.7358265326,4813246.965215855
759,539054.7301880254,4813676.950054247
760,538761.2018894531,4813990.888149554
761,538554.6911385027,4813880.9763823375
762,538305.7092268975,4813759.942451951
763,538380.1741535288,4813766.9161794
764,538554.7247079703,4813860.985515097
765,538777.16831212,4813970.988997105
766,539027.6815902734,4813682.901639412
767,539316.6763252594,4813251.886836808
768,539434.497824922,4813104.863802113
769,539540.6683539463,4812972.989823843
770,539751.9031389606,4812802.865120265
771,539981.2833919472,4812616.639632561
772,540191.1315182268,4812452.184427194
773,540454.6815573911,4812183.993228434
774,540658.1444537588,4811915.449375506
775,540830.7161597605,4811713.916561591
776,540898.0411675712,4811431.895377224
777,540603.2441939281,4811265.519895898
