geometry_id,geometry
297,"LINESTRING (538574.6708041631 4808479.97371195, 538910.7212801864 4807964.917013469)"
298,"LINESTRING (538910.7212801864 4807964.917013469, 539586.6900915252 4807170.990400491)"
299,"LINESTRING (539586.6900915252 4807170.990400491, 539832.3955055813 4806828.815008151)"
300,"LINESTRING (539832.3955055813 4806828.815008151, 540568.3328214668 4806077.098207344)"
301,"LINESTRING (540568.3328214668 4806077.098207344, 540555.7449762233 4806608.891397597)"
302,"LINESTRING (540555.7449762233 4806608.891397597, 541113.7174905147 4806748.982695142)"
303,"LINESTRING (541113.7174905147 4806748.982695142, 542144.1990658441 4807143.052183298)"
304,"LINESTRING (542144.1990658441 4807143.052183298, 542634.493366744 4807334.935674949)"
305,"LINESTRING (542634.493366744 4807334.935674949, 543158.1714349026 4807454.54563058)"
306,"LINESTRING (543158.1714349026 4807454.54563058, 543524.7404513883 4807831.176915649)"
307,"LINESTRING (543524.7404513883 4807831.176915649, 544274.6834182561 4807410.912628244)"
308,"LINESTRING (544274.6834182561 4807410.912628244, 544567.504548922 4806834.764890816)"
309,"LINESTRING (544567.504548922 4806834.764890816, 544625.1190023918 4806214.978483179)"
310,"LINESTRING (544625.1190023918 4806214.978483179, 544913.8826695182 4805299.082329601)"
