link_id,Congested_Time_Max
413,0.0579
415,0.2623
416,0.3175
418,0.282
419,0.238
420,0.1371
422,0.4199
424,0.0791
426,0.5195
428,0.1417
430,0.4256
432,0.2362
434,0.0851
436,0.0539
438,0.1263
440,0.0828
442,0.3884
444,0.0914
446,1.0584
448,0.0474
450,0.112
452,0.0479
454,0.7985
456,0.5441
458,0.9054
460,0.3941
462,0.9177
464,0.4762
466,0.106
468,0.2707
470,0.3872
472,0.6584
474,0.2556
476,0.203
478,0.2996
480,0.2972
482,0.2571
484,0.1754
486,0.0957
488,0.1633
490,0.1799
492,0.215
494,0.2512
496,1.1108
498,0.1015
500,0.118
502,1.3858
504,0.6867
506,0.328
508,0.1197
510,0.4507
512,0.1675
514,0.1936
516,0.0889
518,0.0896
520,0.4464
522,0.5087
524,0.4955
526,0.2601
528,0.2231
530,0.1004
532,0.2604
534,1.7733
536,0.1683
538,0.3484
540,0.1065
542,0.4479
544,0.1614
546,0.1433
548,0.1399
550,0.6528
552,0.1239
554,0.3563
555,1.2009
557,0.395
559,0.209
561,0.3587
563,0.1162
565,0.2513
567,0.1641
569,0.1323
571,0.11
573,0.4342
575,0.3348
577,1.2387
579,0.5337
581,1.078
583,0.179
585,0.1965
587,0.1019
589,0.1212
591,0.1132
593,0.1106
595,0.1134
597,0.1328
599,0.1114
601,0.1094
603,0.0857
605,0.374
607,0.5843
609,0.477
611,0.2
613,1.0292
615,0.2151
617,0.1426
619,0.1972
621,0.4506
623,0.4065
625,0.7614
627,0.2759
629,0.0921
631,0.7244
633,0.1487
635,0.4045
637,0.2563
639,0.1171
641,0.2801
643,0.9782
645,0.1105
647,0.9549
649,0.921
651,0.0582
653,0.476
655,0.1364
657,0.6191
659,0.5217
661,0.9598
663,0.3737
665,0.0435
667,0.0827
669,0.2571
671,0.7774
673,0.1356
675,0.1804
677,0.7136
679,0.0764
681,0.533
683,0.5817
685,0.4418
687,0.1266
689,0.1156
691,0.1184
693,0.1685
694,0.1434
696,0.239
698,0.5743
700,0.2834
702,0.8082
704,0.4354
706,0.1835
708,0.3524
710,0.1409
712,0.3757
714,0.412
716,1.0107
718,0.3478
720,0.7589
722,0.2477
724,0.1485
726,0.4178
728,1.5242
730,0.693
732,0.0819
734,0.1995
736,0.3275
738,0.2463
740,0.0419
742,0.1331
744,0.0948
746,0.1563
748,0.1062
750,0.2802
752,0.3916
754,0.091
756,0.0771
758,0.0804
760,0.1891
762,1.132
764,0.3005
766,0.6737
768,0.1289
770,0.1329
772,1.2435
774,1.1103
776,0.211
778,0.3208
780,0.4443
782,0.2712
784,1.1342
786,0.4637
788,0.164
790,0.5065
792,0.2737
794,0.3636
796,1.3629
798,0.2381
800,0.1437
802,0.1735
804,1.0282
806,0.9085
808,0.148
810,0.1868
812,0.1231
814,0.9832
816,0.0942
818,1.8147
820,0.7992
822,0.2784
824,0.3099
826,0.4844
828,0.6605
830,0.1354
832,0.6254
834,0.1735
836,0.5325
837,0.4933
838,0.3469
840,0.4143
841,3.1212
842,0.1028
844,0.2604
846,0.1614
848,0.375
850,0.3313
852,0.117
854,0.2951
855,0.1178
857,0.1579
859,0.1264
861,0.1761
863,0.1593
865,0.0696
867,0.3102
869,0.4709
871,0.2452
873,1.4265
875,0.3057
877,0.3915
879,1.5076
881,0.4381
883,0.1704
885,0.2147
887,0.1622
889,0.2537
891,0.4785
893,0.6124
895,0.0532
897,0.3921
899,0.1815
901,1.1564
903,0.4378
905,0.7055
907,0.717
909,1.0234
911,1.1688
913,0.1678
915,0.1635
917,0.2953
919,0.5831
921,0.2592
923,0.4339
925,0.101
927,0.0843
929,0.0752
931,0.1466
933,0.2387
935,0.1556
937,0.1205
939,0.6743
941,1.1204
943,0.3142
945,0.1542
947,0.1508
949,0.1962
951,0.1311
953,0.294
955,0.0755
957,0.2069
959,0.2532
961,0.7656
963,0.1014
965,0.1858
967,0.2086
969,0.0628
971,0.455
972,2.1521
973,0.3541
975,1.1587
977,0.1932
979,0.3715
981,0.229
983,0.2
985,0.3196
987,0.1587
989,0.1548
991,0.1134
993,0.2616
995,0.1178
997,0.1704
999,0.1451
1001,0.1332
1003,0.0479
1005,0.0405
1007,0.1354
1009,0.0559
1011,0.1886
1013,0.8
1015,0.9782
1017,1.0369
1019,1.1713
1021,1.1459
1023,0.1088
1025,0.2996
1026,0.1302
1027,0.0589
1029,0.1206
1031,0.1128
1033,0.1122
1035,0.1183
1037,0.1269
1039,0.1737
1041,0.0807
1043,0.1485
1045,0.1135
1047,0.1791
1049,0.1365
1051,0.2037
1053,0.2482
1055,0.5868
1057,0.2051
1059,0.5041
1061,0.4512
1062,0.6445
1063,0.7667
1064,0.7802
1065,0.098
1067,0.0588
1069,0.2242
1071,0.2044
1073,0.2589
1075,0.2688
1077,0.9145
1078,0.2835
1080,0.3594
1082,0.1518
1084,0.1691
1086,0.2085
1088,0.095
1090,0.1618
1092,0.08
1094,0.0979
1095,0.2767
1097,0.04
1099,0.4036
1101,1.1182
1102,1.1915
1103,0.1399
1104,0.7031
1105,0.0643
1107,0.0856
1109,0.1113
1111,0.0879
1113,0.2024
1115,0.1348
1117,0.1163
1119,0.1055
1121,0.3245
1123,0.1923
1125,0.1342
1127,0.1915
1129,0.1042
1131,0.2352
1133,0.1365
1135,0.0955
1137,0.0491
1139,0.1199
1141,0.2085
1143,0.0869
1145,0.2416
1147,0.2031
1149,0.1297
1151,0.159
1153,0.2826
1155,0.212
1157,0.2103
1159,0.3006
1161,0.2299
1163,0.1161
1165,0.0806
1167,0.1506
1169,0.1595
1171,0.168
1173,0.1574
1175,0.1357
1177,0.1861
1179,0.1488
1181,0.1466
1183,0.2056
1185,0.1503
1187,0.1542
1189,0.0968
1191,0.1425
1193,0.1761
1195,0.106
1197,0.1338
1199,0.1179
1201,0.1513
1203,0.1415
1205,0.3251
1207,0.0462
1209,0.1516
1211,0.1045
1213,0.0412
1215,0.1157
1217,0.0945
1219,0.1181
1221,0.2596
1223,0.1587
1225,0.0366
1227,0.3324
1229,0.0921
1231,0.1486
1233,0.5319
1234,0.2004
1236,0.2158
1238,0.0805
1240,0.0381
1242,0.1162
1244,0.0899
1246,0.2694
1247,0.2298
1248,0.1323
1250,0.0929
1251,0.3069
1252,1.1508
1254,0.1414
1256,2.2764
1258,0.8293
1260,0.2303
1262,0.6965
1264,0.2267
1266,0.331
1268,0.1672
1270,0.3846
1272,0.472
1274,0.3243
1276,0.4031
1277,0.6221
1278,0.2614
1279,0.7116
1280,0.125
1282,0.3786
1284,0.1256
1286,0.2475
1288,0.5422
1290,0.3505
1292,0.5148
1294,0.2636
1296,0.1217
1298,0.1322
1300,0.5519
1301,0.1616
1303,0.2004
1304,0.2098
1305,0.3784
1306,0.6564
1307,0.2656
1309,0.1394
1311,0.0328
1313,0.2507
1315,0.4481
1317,0.1266
1318,0.139
1319,0.0666
1320,0.2133
1321,0.1169
1322,0.1345
1323,0.0899
1324,0.2031
1326,0.2295
1328,0.5144
1330,0.4766
1332,0.4164
1334,0.1542
1336,0.6257
1338,0.1865
1340,0.2336
1342,0.2742
1344,0.0914
1346,0.167
1348,0.161
1350,0.0984
1352,0.133
1354,0.8322
1355,0.2565
1356,0.1201
1357,0.2677
1358,0.3992
1359,0.621
1360,0.4592
1361,0.6964
1363,0.1521
1365,0.3102
1366,0.0895
1368,0.0558
1370,0.0995
1371,0.2102
1372,0.1976
1374,0.173
1376,0.3694
1378,0.225
1380,0.9734
1381,0.9102
1382,0.2103
1384,0.0682
1386,0.4763
1388,0.3582
1390,0.3293
1392,0.4846
1394,0.272
1396,0.1454
1398,0.259
1399,0.7101
1401,0.16
1403,0.2256
1405,0.2301
1407,0.558
1408,0.1649
1410,0.4095
1411,0.6741
1412,0.2615
1413,0.6766
1414,0.4569
1415,0.3196
1416,0.7829
1417,0.1971
1419,0.2672
1421,0.1631
1423,0.2226
1425,0.1459
1427,0.2468
1429,0.0437
1430,0.038
1431,0.1342
1433,0.2148
1435,0.3858
1437,0.1178
1439,0.1009
1441,0.0885
1443,0.1514
1445,0.1127
1447,0.0935
1449,0.1633
1451,0.3599
1452,0.7705
1453,0.5849
1454,0.2557
1456,0.3584
1457,0.1207
1459,0.0647
1461,0.2148
1463,0.1451
1465,0.0675
1467,0.1883
1469,0.1954
1471,0.239
1473,0.1264
1475,0.0659
1477,0.1075
1479,0.1292
1481,0.16
1483,0.1266
1485,0.43
1487,0.1169
1489,0.4117
1491,0.0708
1493,0.3992
1495,0.1868
1497,0.0918
1499,0.1612
1501,0.0472
1503,0.1151
1505,0.2157
1507,0.1608
1509,0.1122
1510,0.0862
1512,0.086
1514,0.1207
1516,0.3949
1518,0.1452
1520,0.3802
1522,0.3288
1524,0.2334
1526,0.0993
1528,0.134
1530,0.1418
1532,0.1092
1534,0.5649
1536,0.2787
1538,0.2586
1540,0.5124
1542,0.2365
1544,0.1167
1546,0.1025
1548,0.3848
1550,0.2425
1552,0.6813
1554,0.6459
1556,0.2455
1558,0.7834
1560,0.542
1562,0.7418
1564,0.3089
1566,0.4883
1568,0.4199
1570,0.129
1572,0.3168
1574,0.1893
1576,0.535
1578,0.6961
1580,0.1897
1582,0.5896
1584,0.1284
1585,0.4206
1586,0.3469
1588,0.2988
1589,0.2843
1591,0.0762
1593,0.0721
1595,0.1067
1597,0.1063
1599,0.1646
1601,0.3868
1602,0.343
1604,0.3555
1606,0.2631
1608,0.9659
1609,0.3240050422740076
1610,0.1105
1612,0.1068
1614,0.6958
1615,0.1213
1617,0.1288
1619,0.2065
1621,0.1193
1623,0.0773
1625,0.2642
1627,0.18054864448795713
1629,0.5574
1630,0.0886
1632,0.2727
1634,0.3213
1636,0.1826
1638,0.2544
1640,0.0744
1642,0.1255
1644,0.647
1645,0.2604
1647,0.0916
1649,0.1695
1650,0.6107
1651,0.665
1652,0.3051
1654,0.0978
1656,0.7933
1657,0.2724
1658,0.2921
1659,0.9666
1660,0.7919
1661,0.3842
1662,0.1594
1663,0.18
1664,0.1246
1665,0.0804
1666,0.0893
1667,0.1324
1668,0.458
1669,0.1201
1671,0.1273
1673,0.336
1675,0.2959
1677,0.1422
1679,0.2151
1681,0.2891
1683,0.3938
1685,0.3046
1687,0.2805
1689,0.1476
1690,0.5365
1691,0.3996
1692,0.1864
1694,0.0723
1695,0.2165
1696,0.3479
1697,0.2534
1699,0.3889
1700,0.4498
1702,0.2583
1704,0.1037
1706,0.06300864264845343
1707,0.5794600791564932
1708,0.2778
1709,0.10854402601009251
1710,1.6776314761758007
1711,0.2129
1713,0.1731
1715,0.6457630034382393
1716,0.7912072024629331
1717,0.1972
1719,0.3229
1721,0.198
1723,0.1718
1725,0.1141
1727,0.2305
1729,0.134
1731,0.1003
1733,0.1284
1735,0.1576
1737,0.1147
1739,0.0809
1740,0.0458
1741,0.3893
1743,0.1894
1745,0.1913
1747,0.1113
1749,0.1235
1751,0.06
1753,0.5322
1755,0.2655
1757,0.51
1758,0.1113
1760,0.2266
1761,0.0972
1762,0.0887
1764,0.2532
1766,0.0657
1768,0.05761552311637856
1770,0.3558
1772,0.545
1774,0.1704
1776,0.6556
1777,0.0553
1779,0.3455
1780,0.4595
1781,0.2364
1782,0.4672
1783,0.1018
1785,0.1406
1787,0.2144
1789,0.1216
1791,0.1281
1793,0.1395
1795,0.1574
1797,0.1932
1799,0.1131
1801,0.1551
1803,0.908
1805,0.0515
1806,0.1203
1808,0.3367
1810,0.8634
1811,0.2369
1813,0.0769
1815,0.2168
1816,0.6263
1817,0.2704
1819,0.4995
1820,0.5857590983052109
1821,0.20945643299600125
1823,0.147
1825,1.1237
1827,1.1691
1829,0.2626
1831,1.4113
1833,0.2069
1835,0.2036
1837,0.3564
1839,0.57
1840,0.374
1841,0.4112
1842,0.4541
1843,0.5172
1844,0.273
1845,0.1901
1846,0.7976
1848,1.2774
1850,0.5159
1852,0.6204
1854,0.4183
1856,1.3704
1858,0.2389
1860,0.7208
1862,0.5691
1864,0.6806
1866,0.5349
1868,0.16874070957197793
1870,0.14330781308681015
1872,0.0328512067591575
1874,0.1138788458173286
1876,0.3557989464179677
1878,0.1989
1880,0.9023
1882,0.2143
1884,0.1864
1886,1.3881
1888,0.3853
1890,0.6571
1892,0.2426
1894,1.5841
1896,0.2853
1898,0.0865
1900,1.1174
1902,1.5401
1904,2.2368
1906,0.6981
1908,0.3616
1910,1.5387
1912,0.5489
1914,1.5078
1916,0.4625
1918,0.7932
1920,0.2799
1922,0.2444
1924,0.3103
1926,0.1509
1928,0.0714
1930,0.0698
1932,0.1801
1934,0.5741
1936,0.7877
1938,0.7586
1940,1.6686
1942,0.1007
1944,0.0599
1946,0.24
1948,0.2712
1950,0.5791
1952,0.1649
1954,0.3362
1955,0.357
1956,0.5126
1957,0.3042
1958,0.3989
1959,0.7054
1960,0.644
1961,0.5899
1962,0.1154
1964,0.7369
1965,0.1603
1967,0.1429
1969,0.2905
1971,0.0744
1973,0.4346
1974,0.2693
1975,0.2767
1976,0.271
1978,0.2053
1980,0.5417
1981,0.3891
1982,0.327
1984,0.1369
1986,0.0836
1988,0.1609
1990,0.2791
1991,0.5019
1992,0.4497
1993,0.4853
1995,0.0558
1997,0.1754
1999,0.0661
2001,0.34
2003,0.347
2005,0.3284
2007,0.0668
2009,0.2439
2011,0.7848
2013,1.0457
2015,0.3058
2017,0.2542
2019,0.0449
2021,1.6247
2023,0.2184
2025,0.2758
2027,0.3554
2029,0.2145
2031,0.052
2033,0.1028
2035,0.1875
2037,0.2751
2039,0.1
2041,0.1642
2043,0.1484
2045,0.2935
2047,0.0744
2049,0.1698
2051,0.2333
2053,0.1049
2055,0.1056
2057,0.1075
2059,0.1101
2061,0.1654
2063,0.2111290970984878
2064,1.0556
2065,0.6185
2066,0.22098806606838894
2068,0.15943568353575344
2070,0.3477896194856152
2072,1.2185
2074,0.1982
2076,1.14
2078,0.1829
2080,0.1659
2082,0.7053
2084,1.6394
2086,0.6251
2088,0.347
2090,2.1359
2092,0.222
2094,0.0461
2096,0.123
2098,0.5284
2100,0.1324
2102,0.0283
2104,0.5174
2106,0.189
2108,1.2322
2110,0.0461
2112,0.5011
2114,0.5912
2116,0.0735
2118,1.1078
2120,0.089
2122,0.231
2124,0.5332
2126,1.8418
2128,1.5375
2130,0.5938
2132,0.4602
2134,1.8623
2136,0.2366
2138,0.5917
2139,0.3626
2140,0.8646
2141,0.7771
2143,0.7759
2145,1.5584
2147,1.1604
2148,0.4631
2150,1.5743
2151,1.2346
2153,0.2334
2155,0.3141
2157,1.0155
2159,1.5442
2161,2.7481
2162,0.3922
2163,0.4829
2164,0.1654
2166,0.1789
2168,0.0915
2170,0.1539
2172,0.3501
2174,0.1189
2176,0.0774
2178,0.1575
2180,0.2671
2182,0.0523
2184,0.086
2186,0.1698
2188,0.1209
2190,0.1104
2192,0.3691
2194,0.0734
2196,0.446312629234151
2198,0.6674
2199,0.4718
2200,0.2154
2201,0.0891
2202,0.0916
2204,2.0996829288297434
2205,0.4754
2206,0.5647
2207,0.4261
2208,0.6735
2209,0.7224
2210,1.5179
2212,0.7793
2214,0.3985
2216,1.411
2218,2.7211
2219,1.5624
2221,0.2066
2223,0.0571
2225,1.4245
2227,1.1136
2229,0.2466
2231,0.2329
2235,2.4268
2236,0.1408
2238,0.1036
2240,0.1806
2242,0.1552
2244,0.7172
2246,1.2236
2248,0.4265
2250,0.1042
2252,0.4368
2254,1.6576
2256,2.3042
2258,0.1533
2260,0.0695
2262,0.5831
2264,0.2332
2266,0.1018
2267,0.9458
2268,1.6821
2270,0.8943
2272,1.4494
2274,1.4086
2276,0.1785
2278,0.0602
2280,0.1659
2282,0.117
2284,0.5778
2286,0.1069
2288,0.2729
2290,0.2613
2292,0.4241
2294,0.0425
2296,0.0555
2298,0.065
2299,0.0883
2301,0.0755
2303,0.1363
2305,0.3547
2306,0.0439
2308,0.1053
2310,0.182
2312,0.0882
2313,0.1813
2314,0.1223
2315,0.1386
2317,0.0889
2318,0.1814
2320,0.549
2322,0.0921
2324,0.2926
2326,0.1702
2328,0.1898
2330,0.4756
2332,0.0636
2333,0.0652
2334,0.0654
2335,0.5706
2336,0.1626
2338,0.212
2339,0.0856
2341,0.1678
2343,0.1071
2345,0.1535
2347,1.907
2349,0.6722
2351,0.97
2353,0.6976
2355,0.9311
2357,0.1357
2359,0.9947
2361,0.7992
2363,0.2687
2365,0.0857
2367,0.1599
2369,1.0734
2370,0.8715
2371,0.1807
2373,0.1339
2375,1.0578
2377,1.067
2381,0.686
2383,0.5454
2385,0.2755
2387,0.098
2389,0.0879
2391,0.8496
2393,0.2554
2395,0.5028
2397,2.2192
2398,1.0582
2400,1.2272
2402,0.9589
2404,0.2168
2406,0.1989
2408,0.103
2410,1.0545
2412,0.6609
2414,1.052
2416,0.0882
2418,0.3606
2420,0.0798
2422,1.1928
2424,0.4914
2426,0.0826
2428,0.1354
2430,0.7859
2432,0.2028
2434,0.9833
2436,2.2138
2438,1.1968
2440,0.3536
2442,0.1966
2444,0.0708
2446,0.4665
2448,1.3057
2449,1.5031
2450,0.5231
2452,0.4265
2454,0.3206
2456,0.1492
2458,0.1936
2460,0.276
2462,0.1973
2464,0.1399
2466,0.1005
2467,0.1365343752213643
2469,0.2646
2471,1.2332
2473,0.2162
2475,0.7531
2477,0.1536
2479,1.1396
2481,0.2926
2483,0.4343
2485,0.755
2487,0.397
2489,0.5602057428978602
2490,0.5333
2491,0.19145494413063216
2493,1.2261
2494,1.7250904842994617
2495,0.46155124399612313
2497,0.19884791144895617
2499,1.146029203566651
2501,0.6351845707922248
2503,0.39033175939536313
2505,0.3458
2506,0.2073
2508,0.3958
2510,0.288
2512,0.1128
2514,0.403
2516,0.7383
2518,0.4022
2519,0.3986
2520,0.636
2521,0.3739
2523,0.1887
2525,0.7
2527,0.6207
2529,1.6333
2531,0.2557
2533,3.3463
2534,1.2412
2536,0.493
2537,0.4689
2538,0.10411149124561783
2540,0.5288424838824539
2542,0.6156
2543,0.4303
2544,0.10272767750090414
2546,0.2611626728786874
2548,0.19123249500384581
2550,0.23287954315646955
2552,0.13827851871088553
2554,0.137473403609221
2556,0.2071
2558,0.0792
2560,0.3878
2562,0.0938
2564,0.1996
2566,0.3611
2568,0.3651
2570,0.0811
2572,0.1606
2574,0.25721889936402154
2576,0.1757495670362731
2578,0.6957
2580,1.8373
2582,0.5758
2584,0.7754
2586,0.3696
2588,0.7545
2590,0.7129
2592,0.3809
2594,0.5518
2596,1.9784
2598,0.605
2600,0.9192
2602,0.1014
2604,0.2115
2606,0.9264
2608,1.6834
2610,1.039
2612,0.8502
2614,1.7573
2616,0.4131
2618,0.2005
2620,0.0989
2622,0.4819
2623,0.1418
2625,0.2068
2627,1.8241
2629,2.3368
2631,0.6634
2633,1.7475
2635,0.2175
2637,0.215
2639,0.1706
2641,0.3095
2642,0.6545
2643,0.4016
2645,0.5002
2647,0.5619
2648,0.5081
2649,0.8691
2650,0.5587
2651,0.6673
2652,0.618
2653,2.8649
2654,0.2068
2656,0.7008
2657,0.2518
2658,0.0895
2659,0.2391
2660,0.0865
2661,0.7683
2662,2.2137
2663,0.3854
2664,0.7587
2666,0.3265
2668,0.3685
2670,0.2934
2672,0.0396
2674,0.1924
2676,0.1187
2678,0.1377
2680,0.8141
2682,0.1629
2684,0.0936
2686,0.1694
2688,0.3084
2689,0.528
2690,0.4737
2691,0.4396
2692,0.1006
2694,0.0853
2696,0.3974
2698,0.106
2700,0.2341
2702,1.1414
2704,0.8904
2706,0.3451
2708,2.191
2710,0.7211
2712,0.8671
2714,1.0133
2716,0.9023
2718,0.2283
2720,0.2725
2722,0.2039
2724,0.0959
2726,0.2066
2728,0.4902
2730,0.1383
2732,0.0722
2734,0.2264
2736,1.4966
2737,1.2763
2738,0.306
2739,0.3592
2740,0.2404
2742,0.2526
2744,0.1949
2746,0.195
2748,0.0411
2750,0.4092
2752,0.1783
2754,0.0409
2756,0.2729
2758,0.0721
2760,0.0896
2762,0.2696
2764,0.4927
2766,0.3121
2768,0.683
2770,0.5328
2772,0.3356
2774,0.2036
2776,0.1763
2778,0.079
2780,0.2225
2782,0.2213
2784,0.0804
2786,0.0483
2788,0.0564
2790,0.2582
2792,0.371
2794,0.6567
2796,0.1633
2798,0.2672
2800,0.0521
2802,0.2601
2804,0.2259
2806,0.053
2808,0.1976
2810,2.7629
2811,0.1458
2813,0.4452
2815,0.4502
2817,0.9917
2819,0.1817
2821,0.3417
2823,0.1346
2825,0.0832
2827,0.2725
2829,0.0837
2831,0.0669
2833,0.0471
2835,0.15
2837,0.0629
2839,0.1377
2841,0.3356
2843,0.0553
2845,0.2638
2847,0.4631
2849,0.9121
2851,0.1129
2853,0.2995
2855,0.4159
2857,0.3359
2859,0.0316
2861,0.4462
2863,0.1636
2865,0.3228
2871,0.313
2873,0.0907
2875,0.0608
2877,0.0967
2879,0.1469
2881,0.0673
2883,0.4032
2885,1.0471
2887,0.9883
2889,0.2366
2891,0.1758
2893,0.4067
2895,0.121
2897,0.3525
2899,0.304
2901,0.0485
2903,0.2888
2904,0.5591
2906,0.365
2908,0.3608
2910,0.4253
2912,0.3785
2914,0.2122
2916,0.1693
2917,0.2123
2918,0.1737
2919,0.3855
2920,0.0537
2922,0.1059
2924,0.0865
2926,0.4081
2928,0.3032
2930,0.195
2932,0.4282
2935,0.0457
2937,0.1404
2939,0.1246
2941,0.0847
2943,0.3184
2945,0.5191
2947,0.1674
2949,0.2339
2951,0.894
2953,0.522
2955,0.0931
2957,0.1414
2959,1.4717
2960,0.5256
2961,0.1539
2963,0.0531
2965,0.2541
2967,0.1358
2969,0.1262
2971,0.1093
2973,0.1647
2975,0.1034
2977,0.1164
2979,0.1188
2981,0.1027
2983,0.1271
2985,0.1388
2987,0.1322
2989,0.1366
2991,0.0367
2993,0.0757
2995,0.0418
2997,0.0728
2999,0.1478
3001,0.1157
3003,0.0853
3005,0.1348
3007,0.3152
3009,0.1585
3011,0.7549
3013,0.2251
3015,0.1264
3017,0.3995
3019,0.1138
3021,0.1987
3023,0.3313
3024,0.0962
3026,0.2382
3028,0.7666
3029,0.3406
3030,0.5445
3031,0.1784
3033,0.398
3035,0.2762
3037,0.1295
3039,0.1118
3041,0.3265
3043,0.3532
3045,0.183
3047,0.3179
3049,0.1838
3051,0.255
3053,0.0998
3055,0.3899
3056,0.3871
3057,0.5568
3058,0.2831
3060,0.0898
3062,0.4968
3064,0.298
3066,0.3451
3068,0.1425
3069,0.1974
3070,0.1129
3071,0.2676
3072,0.123
3074,0.6003
3076,0.1684
3078,0.1037
3080,0.0898
3082,0.1129
3084,0.1144
3086,0.064
3088,0.1659
3090,0.0622
3092,0.1006
3094,0.2693
3096,0.0674
3098,0.138
3100,0.2809
3102,0.26512562817715685
3104,0.19945373801051886
3106,0.1264
3108,0.1929
3110,0.88
3112,0.4768432785986245
3113,0.1874
3115,0.3565
3117,0.0892
3119,0.9719
3121,0.0749
3123,0.2365
3125,0.3614
3126,0.9669
3127,0.2502
3129,1.0124
3130,0.0569
3136,0.0492
3138,0.4305
3140,0.3227
3142,0.6508
3144,0.5062
3146,1.3496
3148,0.7032
3150,0.3098
3152,0.1698
3154,0.3385
3156,0.6061
3158,0.4093
3160,0.0878
3162,0.7687
3163,0.0759
3164,0.3581
3165,0.0991
3167,0.3018
3168,0.1828
3169,0.1348
3171,0.656
3173,0.3971
3175,0.35676849135929506
3177,0.10338169506379932
3179,0.2329
3181,0.3467
3183,0.1429
3185,0.2286
3187,0.0694
3189,0.1653
3191,0.1742
3193,0.042
3195,0.1895
3197,0.0552
3199,0.0931
3201,0.5274
3203,0.3618
3205,0.0741
3207,0.1437
3209,0.1245
3211,0.0964
3213,0.0987
3215,0.179
3217,0.1249
3219,0.3454
3220,0.3642
3221,0.3766
3223,0.0445
3225,0.1294
3227,0.1002
3229,0.0403
3231,0.0817
3233,0.21864080596110005
3234,0.25330071579973473
3235,0.1619
3237,0.1284
3239,0.201
3241,0.1719
3243,0.3
3244,0.07336243316491355
3246,0.1732
3248,0.3899
3250,0.5183
3252,0.0733
3254,0.1806
3256,0.2511
3258,0.626
3260,0.3803
3261,0.2326
3262,0.1182
3263,0.3423
3264,0.1186
3265,0.0767
3266,0.4029
3268,1.1288
3269,0.4856
3271,0.0363
3273,0.1682
3275,0.0366
3277,0.117
3279,0.1234
3281,0.3108
3282,0.4144
3283,0.0912
3284,0.171
3285,0.3687
3286,0.2968
3287,0.2053
3289,0.2223
3291,0.7327
3293,0.2918
3295,0.7038
3296,0.4023
3297,0.28
3299,0.2576
3300,0.097
3302,0.0654
3303,0.0736
3304,0.0654
3305,0.0993
3307,0.8047
3309,0.5694
3310,0.0475
3312,0.2449
3314,0.1414
3316,0.3894
3317,0.1652
3318,0.2069
3319,0.2778
3321,0.3635
3323,0.3446
